 Nome ,Idade,CIDADE,Data Admissão,salario (R$),Estado-civil,Cargo ,Telefone
Fabio Pereira,30.0,recife,19/06/2022,3020.88,divorciado,cientista de dados,nan
Joao Pereira,38.0,fortaleza,04/07/2024,5095.74,,engenheiro de dados,nan
Eva Ferreira,33.0,curitiba,28/10/2023,2961.2,solteiro,,nan
Iris Rodrigues,20.0,belo  horizonte,24/11/2016,3451.13,viuvo,cientista de dados,nan
Bruno Almeida,34.0,rio de janeiro,01/11/2016,2721.47,,estagiario,nan
Gabi Carvalho,12.0,belo  horizonte,13/01/2018,5425.78,casado,analista,(11) 95221-9666
Rita Santos,40.0,rio de janeiro,10/03/2017,2104.96,casado,cientista de dados,nan
  CARLA FERREIRA  ,39.0,sao paulo,23/03/2025,5783.33,viuvo,estagiario,nan
Katia Oliveira,32.0,rio de janeiro,31/12/2024,3918.77,solteiro,gestor,nan
Otavio Pereira,44.0,belo  horizonte,28/09/2015,3661.08,viuvo,estagiario,nan
Joao Pereira,47.0,sao paulo,16/08/2022,4470.98,viuvo,desenvolvedor,nan
Vera Silva,29.0,curitiba,15/10/2019,2483.18,viuvo,analista,(11) 92432-6940
Otavio Pereira,35.0,rio de janeiro,29/12/2024,1806.54,solteiro,engenheiro de dados,nan
Carla Ferreira,35.0,recife,31/08/2022,2561.45,viuvo,cientista de dados,nan
Otavio Almeida,41.0,recife,17/06/2024,1352.61,divorciado,analista,nan
Vera Santos,23.0,salvador,28/07/2024,2115.97,divorciado,gestor,nan
Carla Ferreira,46.0,rio de janeiro,27/01/2023,1612.07,divorciado,engenheiro de dados,nan
Joao Oliveira,36.0,rio de janeiro,04/03/2023,1342.04,solteiro,estagiario,nan
Paula Santos,40.0,Salvador,03/09/2015,2424.95,divorciado,analista,nan
Heitor Pereira,35.0,rio de janeiro,02/02/2018,1580.49,solteiro,engenheiro de dados,nan
Paula Santos,34.0,curitiba,01/11/2017,1371.75,viuvo,desenvolvedor,nan
Xavier Oliveira,33.0,belo  horizonte,01/05/2015,1959.28,viuvo,gestor,nan
Gabi Ferreira,31.0,fortaleza,18/03/2018,6307.13,viuvo,analista,nan
Fabio Souza,40.0,belo  horizonte,02/06/2022,7897.57,viuvo,desenvolvedor,(11) 98097-5945
Bruno Silva,33.0,Manaus,17/03/2015,2067.0,casado,,(11) 99618-7435
Rita Carvalho,26.0,fortaleza,02/07/2016,1953.69,casado,engenheiro de dados,nan
Marta Ferreira,25.0,salvador,04/10/2023,3650.04,casado,gestor,nan
Katia Souza,23.0,Manaus,25/12/2019,3846.18,casado,gestor,nan
Will Almeida,23.0,salvador,05/04/2018,3129.06,casado,desenvolvedor,nan
Saulo Souza,31.0,curitiba,28/10/2020,2798.12,divorciado,estagiario,nan
Diego Oliveira,38.0,salvador,25/08/2015,1274.94,viuvo,gestor,nan
Vera Silva,22.0,rio de janeiro,08/07/2022,4747.6,solteiro,engenheiro de dados,nan
Paula Almeida,37.0,Curitiba,11/12/2022,2660.51,viuvo,engenheiro de dados,nan
Gabi Santos,46.0,sao paulo,26/12/2020,2933.44,divorciado,desenvolvedor,nan
Marta Oliveira,34.0,curitiba,17/09/2023,,divorciado,estagiario,nan
  DIEGO ALMEIDA  ,41.0,recife,24/10/2017,4298.54,casado,analista,nan
Heitor Ferreira,47.0,belo  horizonte,20/02/2027,2452.44,casado,gestor,nan
Nina Pereira,32.0,recife,18/10/2015,,divorciado,,nan
Katia Almeida,49.0,,31/01/2015,4737.04,solteiro,desenvolvedor,nan
Saulo Silva,30.0,,02/02/2017,1861.99,divorciado,analista,(11) 96306-6711
Katia Almeida,33.0,curitiba,19/09/2015,1393.05,casado,estagiario,nan
Leo Almeida,31.0,rio de janeiro,19/06/2018,3381.35,viuvo,estagiario,nan
Carla Almeida,37.0,belo  horizonte,07/07/2016,1813.47,divorciado,engenheiro de dados,nan
Leo Oliveira,43.0,rio de janeiro,01/08/2018,1267.17,viuvo,analista,nan
  FABIO RODRIGUES  ,28.0,sao paulo,24/03/2016,4286.37,casado,analista,(11) 91491-7987
Fabio Ferreira,36.0,Curitiba,05/07/2017,5315.46,solteiro,analista,nan
Will Almeida,30.0,rio de janeiro,13/08/2019,1922.21,viuvo,estagiario,nan
Iris Silva,34.0,belo  horizonte,20/08/2020,4287.53,divorciado,estagiario,nan
  ULISSES SANTOS  ,32.0,fortaleza,08/05/2018,3973.06,viuvo,gestor,nan
Joao Lima,29.0,recife,25/04/2016,,viuvo,engenheiro de dados,nan
  IRIS FERREIRA  ,30.0,belo  horizonte,29/08/2019,3309.12,casado,cientista de dados,nan
Will Lima,40.0,salvador,08/03/2018,2415.93,divorciado,cientista de dados,nan
Joao Carvalho,51.0,sao paulo,16/02/2020,1154.78,solteiro,cientista de dados,nan
Xavier Pereira,28.0,salvador,16/11/2023,1457.24,divorciado,estagiario,nan
Diego Almeida,30.0,salvador,03/09/2018,5612.56,divorciado,estagiario,nan
Nina Almeida,43.0,belo  horizonte,01/02/2025,2661.17,solteiro,desenvolvedor,nan
Saulo Ferreira,32.0,sao paulo,07/08/2018,4712.65,viuvo,analista,nan
Rita Silva,25.0,salvador,24/08/2016,1950.44,viuvo,analista,nan
Leo Rodrigues,19.0,manaus,24/07/2020,2186.49,casado,desenvolvedor,nan
Carla Santos,41.0,belo  horizonte,16/09/2022,5065.35,,analista,nan
Gabi Almeida,35.0,sao paulo,20/11/2015,2731.29,viuvo,desenvolvedor,nan
Iris Souza,46.0,sao paulo,21/01/2017,2625.06,viuvo,cientista de dados,nan
Zeca Lima,37.0,fortaleza,28/10/2023,2599.51,divorciado,estagiario,nan
Nina Ferreira,31.0,belo  horizonte,28/10/2019,,solteiro,desenvolvedor,(11) 97995-6462
Paula Oliveira,38.0,recife,22/07/2025,5673.95,solteiro,analista,nan
Rita Silva,35.0,curitiba,22/10/2020,3529.47,viuvo,cientista de dados,nan
Gabi Souza,36.0,recife,23/08/2023,4682.9,divorciado,,nan
Rita Oliveira,49.0,fortaleza,02/11/2024,3151.15,casado,analista,nan
Marta Lima,29.0,,18/12/2018,1822.75,casado,analista,nan
Carla Ferreira,34.0,salvador,26/09/2023,2444.93,viuvo,gestor,nan
Joao Santos,26.0,sao paulo,11/02/2019,3858.65,divorciado,desenvolvedor,nan
Marta Carvalho,21.0,curitiba,09/01/2025,3990.92,divorciado,engenheiro de dados,nan
Carla Oliveira,26.0,curitiba,04/09/2020,2587.05,divorciado,cientista de dados,(11) 99768-1453
Heitor Lima,37.0,manaus,23/09/2015,1992.13,solteiro,cientista de dados,nan
Paula Pereira,35.0,manaus,19/03/2017,3402.33,solteiro,cientista de dados,nan
Will Silva,16.0,salvador,15/10/2016,8199.1,solteiro,engenheiro de dados,nan
Paula Pereira,33.0,Sao Paulo,13/04/2021,2488.75,divorciado,estagiario,nan
Will Souza,34.0,fortaleza,13/05/2018,2258.33,,estagiario,nan
Ana Rodrigues,24.0,belo  horizonte,25/12/2022,3976.33,casado,estagiario,nan
Nina Oliveira,32.0,belo  horizonte,11/05/2020,2586.06,casado,analista,nan
Rita Pereira,43.0,Salvador,09/04/2027,2832.87,casado,desenvolvedor,nan
Diego Santos,48.0,curitiba,30/03/2023,1319.22,solteiro,gestor,nan
Rita Souza,32.0,belo  horizonte,08/04/2015,3582.51,casado,engenheiro de dados,nan
Fabio Almeida,27.0,rio de janeiro,26/01/2024,1966.35,solteiro,engenheiro de dados,nan
  TANIA SANTOS  ,30.0,fortaleza,14/07/2018,1585.17,casado,engenheiro de dados,nan
Vera Rodrigues,30.0,belo  horizonte,19/01/2025,,solteiro,cientista de dados,nan
Carla Carvalho,34.0,salvador,31/12/2016,4517.59,casado,cientista de dados,nan
Fabio Santos,37.0,rio de janeiro,04/12/2018,3306.61,casado,cientista de dados,nan
Zeca Santos,18.0,rio de janeiro,22/02/2022,,divorciado,gestor,nan
Yasmin Ferreira,32.0,rio de janeiro,03/10/2024,3624.23,viuvo,engenheiro de dados,nan
Joao Rodrigues,29.0,manaus,11/10/2024,4586.26,divorciado,analista,nan
Nina Santos,28.0,salvador,02/02/2022,1810.01,viuvo,desenvolvedor,nan
Katia Santos,26.0,salvador,03/06/2025,2432.24,divorciado,analista,nan
Fabio Pereira,17.0,belo  horizonte,11/02/2018,8137.54,divorciado,gestor,nan
Ulisses Souza,47.0,sao paulo,16/07/2025,,casado,engenheiro de dados,nan
  BRUNO RODRIGUES  ,,manaus,10/08/2022,6747.12,solteiro,desenvolvedor,nan
Leo Oliveira,37.0,rio de janeiro,16/02/2025,2004.72,viuvo,gestor,nan
Iris Oliveira,33.0,fortaleza,13/03/2021,3187.27,divorciado,engenheiro de dados,nan
Eva Rodrigues,32.0,fortaleza,08/06/2023,2454.37,casado,cientista de dados,nan
Joao Lima,46.0,belo  horizonte,29/08/2024,,solteiro,gestor,nan
Xavier Silva,17.0,sao paulo,26/10/2020,2008.87,solteiro,cientista de dados,nan
Gabi Santos,16.0,rio de janeiro,30/06/2020,2143.1,divorciado,engenheiro de dados,nan
Fabio Souza,38.0,manaus,05/05/2018,2009.03,viuvo,gestor,nan
Iris Souza,51.0,sao paulo,06/08/2018,808.96,viuvo,analista,nan
Rita Souza,43.0,belo  horizonte,29/10/2027,4920.74,divorciado,gestor,nan
Marta Ferreira,36.0,Belo Horizonte,16/11/2017,4704.03,casado,,nan
Yasmin Silva,37.0,curitiba,18/10/2023,1831.91,casado,,nan
Tania Pereira,39.0,rio de janeiro,18/10/2016,2822.82,solteiro,engenheiro de dados,nan
Iris Carvalho,23.0,sao paulo,22/08/2016,5710.88,solteiro,estagiario,nan
Otavio Lima,34.0,fortaleza,25/09/2016,5865.97,casado,estagiario,nan
Ana Ferreira,43.0,salvador,10/05/2023,2245.19,viuvo,cientista de dados,nan
Ana Silva,26.0,salvador,24/06/2024,2082.75,casado,analista,nan
Heitor Rodrigues,33.0,belo  horizonte,22/09/2019,1950.45,solteiro,,nan
Xavier Souza,37.0,fortaleza,01/10/2015,1780.92,casado,estagiario,nan
  YASMIN SANTOS  ,50.0,,30/09/2020,1638.92,casado,gestor,nan
Otavio Rodrigues,30.0,fortaleza,26/11/2017,1985.94,solteiro,gestor,nan
Iris Ferreira,30.0,belo  horizonte,18/11/2016,2880.72,divorciado,gestor,nan
  SAULO OLIVEIRA  ,39.0,sao paulo,28/06/2020,1926.46,divorciado,desenvolvedor,nan
Leo Souza,26.0,fortaleza,02/12/2021,1792.25,viuvo,estagiario,nan
Will Santos,36.0,recife,15/09/2021,3797.29,casado,engenheiro de dados,nan
Fabio Lima,61.0,fortaleza,21/04/2020,1765.29,divorciado,estagiario,nan
Carla Oliveira,27.0,Recife,15/05/2022,2444.67,solteiro,engenheiro de dados,nan
  CARLA RODRIGUES  ,33.0,Manaus,29/07/2027,2292.69,casado,analista,nan
Xavier Lima,47.0,curitiba,23/01/2019,1436.55,casado,estagiario,nan
Carla Souza,35.0,recife,08/04/2025,2186.74,viuvo,cientista de dados,nan
  CARLA ALMEIDA  ,24.0,fortaleza,10/07/2020,2438.96,viuvo,estagiario,nan
Diego Oliveira,44.0,curitiba,26/12/2021,3370.24,viuvo,estagiario,nan
Vera Oliveira,27.0,manaus,09/04/2017,3913.74,casado,cientista de dados,nan
Leo Santos,37.0,Curitiba,16/05/2018,8697.7,solteiro,cientista de dados,nan
Diego Rodrigues,39.0,manaus,11/02/2015,2377.52,viuvo,cientista de dados,nan
Marta Almeida,29.0,Recife,17/09/2019,1265.24,casado,desenvolvedor,nan
Zeca Ferreira,33.0,sao paulo,25/06/2020,3510.6,divorciado,engenheiro de dados,nan
Xavier Souza,31.0,Sao Paulo,27/12/2017,1985.68,viuvo,desenvolvedor,nan
  RITA SOUZA  ,31.0,sao paulo,15/01/2021,4568.59,solteiro,cientista de dados,nan
Gabi Rodrigues,41.0,Curitiba,14/12/2022,4232.83,solteiro,engenheiro de dados,nan
Tania Ferreira,38.0,Salvador,01/06/2020,3007.15,casado,gestor,nan
Zeca Rodrigues,37.0,recife,12/05/2020,3395.84,casado,engenheiro de dados,nan
  VERA SOUZA  ,33.0,curitiba,20/10/2021,3150.66,viuvo,desenvolvedor,nan
Carla Souza,49.0,fortaleza,14/09/2020,1784.3,solteiro,engenheiro de dados,nan
Carla Rodrigues,37.0,rio de janeiro,17/09/2024,4727.74,casado,engenheiro de dados,nan
Will Souza,37.0,Recife,06/03/2016,3937.42,viuvo,gestor,nan
Saulo Pereira,47.0,curitiba,19/01/2024,,solteiro,engenheiro de dados,nan
Joao Almeida,45.0,salvador,03/09/2020,3843.3,casado,gestor,nan
  YASMIN SILVA  ,,curitiba,27/12/2016,5371.91,casado,engenheiro de dados,nan
Fabio Ferreira,43.0,recife,23/11/2023,6007.53,viuvo,analista,nan
Eva Carvalho,42.0,salvador,14/04/2023,2246.39,solteiro,engenheiro de dados,nan
Joao Rodrigues,29.0,sao paulo,12/09/2024,5122.43,divorciado,engenheiro de dados,nan
Iris Souza,24.0,rio de janeiro,22/01/2025,2390.85,solteiro,engenheiro de dados,nan
Iris Almeida,13.0,belo  horizonte,10/10/2023,1890.5,divorciado,desenvolvedor,nan
Rita Almeida,24.0,rio de janeiro,11/01/2017,3257.4,casado,engenheiro de dados,nan
Xavier Carvalho,24.0,belo  horizonte,14/07/2022,2985.55,solteiro,analista,nan
Katia Silva,34.0,salvador,25/02/2016,5730.88,divorciado,estagiario,(11) 95699-6112
Ulisses Carvalho,,fortaleza,10/10/2015,4734.54,solteiro,engenheiro de dados,nan
Vera Ferreira,33.0,Fortaleza,21/09/2022,3147.13,divorciado,desenvolvedor,nan
Eva Souza,27.0,rio de janeiro,29/10/2024,2989.51,solteiro,cientista de dados,nan
  EVA CARVALHO  ,30.0,recife,01/04/2018,3729.37,casado,cientista de dados,nan
  JOAO PEREIRA  ,43.0,belo  horizonte,22/01/2023,2697.87,solteiro,estagiario,nan
Leo Ferreira,36.0,curitiba,09/08/2022,4493.09,solteiro,desenvolvedor,nan
  ULISSES RODRIGUES  ,16.0,rio de janeiro,07/03/2021,6164.56,viuvo,,nan
Saulo Oliveira,36.0,fortaleza,05/04/2024,2789.19,viuvo,cientista de dados,(11) 94408-5651
Xavier Santos,,Salvador,14/03/2020,3560.28,divorciado,cientista de dados,nan
Eva Souza,33.0,belo  horizonte,10/05/2020,2467.3,casado,gestor,nan
Bruno Pereira,27.0,manaus,24/10/2020,5408.63,casado,engenheiro de dados,(11) 91045-5314
Joao Carvalho,43.0,curitiba,05/12/2021,4079.63,viuvo,estagiario,nan
Rita Souza,34.0,sao paulo,24/07/2020,3089.96,casado,gestor,nan
Ana Souza,46.0,manaus,01/10/2020,2475.77,casado,estagiario,nan
Rita Silva,,Curitiba,26/12/2020,3189.44,divorciado,cientista de dados,nan
Xavier Carvalho,28.0,sao paulo,02/10/2022,2708.16,solteiro,engenheiro de dados,nan
Ana Carvalho,34.0,manaus,16/07/2015,2870.95,divorciado,analista,nan
Nina Carvalho,33.0,fortaleza,06/02/2021,1246.63,solteiro,engenheiro de dados,nan
Heitor Santos,28.0,rio de janeiro,13/07/2020,5008.01,solteiro,analista,nan
Heitor Ferreira,46.0,curitiba,12/01/2024,1832.58,divorciado,cientista de dados,nan
Otavio Lima,42.0,salvador,09/08/2016,2924.36,solteiro,gestor,nan
Diego Pereira,36.0,fortaleza,06/07/2016,4678.7,solteiro,engenheiro de dados,nan
Tania Santos,15.0,fortaleza,31/08/2017,1953.18,viuvo,cientista de dados,nan
Rita Oliveira,11.0,sao paulo,03/09/2023,1426.51,divorciado,cientista de dados,nan
Yasmin Pereira,24.0,sao paulo,01/02/2020,3583.97,solteiro,analista,nan
  VERA SANTOS  ,28.0,manaus,16/09/2024,6028.04,solteiro,gestor,nan
Gabi Carvalho,18.0,Fortaleza,10/05/2027,1387.07,solteiro,gestor,nan
Vera Pereira,38.0,curitiba,28/02/2018,3263.89,divorciado,desenvolvedor,nan
Diego Souza,36.0,recife,30/05/2025,5892.05,divorciado,analista,(11) 99224-9535
Ana Carvalho,27.0,sao paulo,07/09/2015,12145.6,divorciado,estagiario,nan
Paula Pereira,28.0,curitiba,16/05/2017,6277.95,casado,cientista de dados,nan
Vera Santos,26.0,Curitiba,06/01/2017,1573.95,solteiro,desenvolvedor,nan
Ana Ferreira,34.0,Rio De Janeiro,29/10/2023,1813.91,viuvo,desenvolvedor,nan
Will Lima,40.0,manaus,25/06/2019,2923.54,divorciado,engenheiro de dados,nan
Yasmin Almeida,22.0,recife,22/10/2022,1700.48,solteiro,estagiario,nan
Eva Rodrigues,47.0,salvador,04/03/2020,3439.34,casado,analista,nan
Nina Souza,25.0,curitiba,22/06/2017,6115.61,viuvo,engenheiro de dados,(11) 93428-7009
Saulo Almeida,30.0,belo  horizonte,19/05/2025,4102.04,viuvo,desenvolvedor,nan
Will Pereira,22.0,,02/07/2021,4095.2,casado,estagiario,nan
Xavier Santos,28.0,belo  horizonte,23/12/2019,5317.56,casado,analista,nan
Otavio Silva,36.0,sao paulo,17/05/2019,3209.97,divorciado,cientista de dados,nan
Yasmin Lima,42.0,recife,31/12/2023,2401.95,viuvo,estagiario,nan
Diego Ferreira,28.0,manaus,20/12/2015,3061.86,viuvo,gestor,nan
Will Oliveira,44.0,belo  horizonte,03/09/2016,2232.57,viuvo,,nan
Vera Santos,32.0,,18/04/2017,3732.67,viuvo,cientista de dados,nan
Nina Souza,48.0,Fortaleza,06/10/2023,,casado,estagiario,nan
Nina Souza,26.0,salvador,29/03/2025,2168.43,viuvo,cientista de dados,nan
Carla Oliveira,43.0,sao paulo,21/04/2017,2492.07,solteiro,engenheiro de dados,nan
Katia Santos,30.0,manaus,17/04/2015,2227.77,viuvo,gestor,nan
Leo Almeida,43.0,fortaleza,23/03/2021,7373.01,viuvo,estagiario,(11) 97982-4002
Katia Rodrigues,26.0,rio de janeiro,24/09/2016,3528.44,viuvo,estagiario,nan
Zeca Oliveira,19.0,manaus,05/01/2023,2316.99,casado,,nan
Will Almeida,24.0,belo  horizonte,30/12/2027,3059.43,solteiro,estagiario,nan
Eva Carvalho,26.0,curitiba,13/12/2021,4155.71,viuvo,analista,nan
Rita Santos,30.0,curitiba,07/10/2024,3796.6,divorciado,estagiario,nan
Gabi Pereira,24.0,sao paulo,09/07/2019,4938.29,solteiro,analista,nan
Heitor Pereira,39.0,manaus,23/05/2024,2896.0,casado,analista,nan
Ulisses Almeida,40.0,fortaleza,13/12/2017,3515.59,viuvo,desenvolvedor,nan
Ana Santos,41.0,recife,15/12/2017,2028.29,divorciado,cientista de dados,nan
Eva Ferreira,32.0,recife,09/05/2024,801.3,viuvo,analista,nan
Diego Almeida,30.0,rio de janeiro,06/10/2021,1719.47,casado,engenheiro de dados,nan
Yasmin Pereira,,rio de janeiro,11/01/2024,2601.6,casado,estagiario,nan
  BRUNO CARVALHO  ,28.0,Fortaleza,05/06/2022,2726.39,solteiro,gestor,nan
Iris Rodrigues,0.0,Sao Paulo,12/02/2022,3096.16,divorciado,,nan
Rita Lima,42.0,Recife,20/11/2020,2952.16,viuvo,engenheiro de dados,nan
Marta Lima,24.0,recife,05/11/2016,2403.3,casado,desenvolvedor,nan
Diego Silva,39.0,manaus,25/06/2020,2502.39,casado,engenheiro de dados,nan
Zeca Souza,15.0,recife,12/06/2020,1479.81,divorciado,gestor,nan
Paula Almeida,35.0,curitiba,29/06/2015,1415.11,divorciado,engenheiro de dados,nan
Zeca Pereira,39.0,curitiba,16/06/2024,4127.11,divorciado,desenvolvedor,nan
Paula Silva,29.0,sao paulo,14/03/2022,1833.85,casado,estagiario,nan
Bruno Ferreira,27.0,manaus,18/02/2018,3603.88,viuvo,gestor,nan
Otavio Oliveira,47.0,curitiba,02/11/2015,2206.75,casado,estagiario,nan
Ana Pereira,37.0,manaus,13/11/2015,3191.24,solteiro,desenvolvedor,nan
Leo Santos,31.0,belo  horizonte,27/07/2016,2324.49,solteiro,engenheiro de dados,nan
Carla Oliveira,43.0,rio de janeiro,21/12/2019,6821.55,casado,engenheiro de dados,nan
Otavio Carvalho,48.0,curitiba,29/05/2016,3072.08,divorciado,engenheiro de dados,nan
Eva Rodrigues,38.0,manaus,24/05/2021,2518.71,solteiro,gestor,nan
Yasmin Lima,37.0,curitiba,12/12/2023,2756.66,divorciado,gestor,nan
Paula Santos,45.0,salvador,28/10/2016,3190.77,casado,analista,nan
Eva Santos,24.0,Recife,18/02/2020,10799.94,viuvo,analista,nan
Ulisses Pereira,45.0,belo  horizonte,19/10/2017,16420.72,divorciado,estagiario,nan
Xavier Lima,32.0,Belo Horizonte,15/05/2017,4306.27,viuvo,cientista de dados,nan
  LEO LIMA  ,,sao paulo,26/07/2020,1734.89,divorciado,gestor,nan
Leo Ferreira,44.0,curitiba,13/07/2027,2204.62,solteiro,analista,nan
  MARTA PEREIRA  ,33.0,curitiba,07/06/2025,2309.08,divorciado,estagiario,nan
Tania Souza,40.0,belo  horizonte,01/06/2016,5446.64,solteiro,gestor,nan
Heitor Oliveira,36.0,rio de janeiro,03/04/2016,3523.47,divorciado,gestor,nan
Saulo Souza,36.0,belo  horizonte,19/05/2020,3458.61,viuvo,analista,nan
Iris Santos,28.0,,22/12/2021,3867.55,viuvo,engenheiro de dados,nan
Ana Oliveira,40.0,salvador,03/02/2025,3408.92,casado,gestor,(11) 97996-2162
Marta Almeida,19.0,manaus,30/05/2018,4303.53,viuvo,gestor,nan
Bruno Almeida,36.0,belo  horizonte,24/09/2024,3048.07,casado,,nan
Otavio Pereira,47.0,belo  horizonte,10/09/2016,2679.62,solteiro,engenheiro de dados,nan
Iris Pereira,27.0,sao paulo,02/02/2018,3423.95,casado,gestor,nan
  VERA PEREIRA  ,51.0,salvador,21/10/2019,,viuvo,cientista de dados,nan
Rita Souza,46.0,,20/06/2018,5521.48,divorciado,engenheiro de dados,nan
Iris Rodrigues,40.0,salvador,14/03/2020,2811.03,divorciado,analista,nan
Paula Oliveira,42.0,curitiba,12/04/2015,1708.59,viuvo,desenvolvedor,nan
Bruno Almeida,36.0,manaus,19/11/2019,3601.38,divorciado,estagiario,nan
Paula Oliveira,34.0,belo  horizonte,17/08/2021,,casado,estagiario,nan
Leo Souza,26.0,fortaleza,09/05/2024,1298.3,casado,estagiario,nan
Eva Ferreira,30.0,recife,07/11/2023,3472.5,viuvo,desenvolvedor,nan
Heitor Santos,43.0,Recife,06/01/2021,3024.36,viuvo,gestor,nan
Gabi Lima,31.0,salvador,02/01/2019,3322.68,casado,cientista de dados,nan
Tania Almeida,56.0,curitiba,31/08/2020,3727.89,divorciado,,nan
Rita Santos,33.0,salvador,12/12/2016,5026.25,solteiro,gestor,nan
Ulisses Lima,41.0,fortaleza,08/01/2019,,viuvo,cientista de dados,nan
Heitor Silva,41.0,curitiba,19/06/2023,1465.81,viuvo,desenvolvedor,nan
Eva Pereira,25.0,belo  horizonte,06/01/2021,1671.41,solteiro,estagiario,nan
Zeca Carvalho,43.0,manaus,11/01/2025,3513.2,casado,estagiario,nan
Tania Rodrigues,37.0,,03/01/2024,1334.27,divorciado,engenheiro de dados,nan
Vera Oliveira,39.0,fortaleza,05/10/2020,1502.57,casado,estagiario,nan
Iris Carvalho,57.0,manaus,12/01/2020,3846.26,solteiro,analista,nan
Tania Carvalho,37.0,curitiba,05/11/2015,3587.13,solteiro,,nan
Ana Pereira,41.0,salvador,15/03/2015,1586.5,casado,desenvolvedor,nan
  ANA SILVA  ,23.0,,24/03/2024,3374.37,,desenvolvedor,nan
Marta Oliveira,32.0,fortaleza,18/10/2027,6087.76,viuvo,engenheiro de dados,nan
Vera Lima,36.0,fortaleza,26/06/2020,3531.85,viuvo,desenvolvedor,nan
Zeca Lima,20.0,curitiba,04/03/2027,1701.49,solteiro,gestor,nan
Marta Almeida,37.0,manaus,18/10/2027,1885.37,viuvo,analista,nan
Joao Ferreira,41.0,curitiba,04/05/2024,8441.78,solteiro,desenvolvedor,nan
Iris Silva,36.0,sao paulo,20/05/2025,1625.43,casado,cientista de dados,(11) 92030-6494
Xavier Ferreira,28.0,salvador,17/03/2016,1371.32,casado,cientista de dados,nan
  MARTA OLIVEIRA  ,31.0,recife,11/09/2018,2615.76,divorciado,estagiario,nan
Paula Rodrigues,25.0,salvador,06/06/2017,1725.91,solteiro,desenvolvedor,nan
  MARTA LIMA  ,33.0,Salvador,09/10/2018,2936.07,viuvo,cientista de dados,nan
Vera Santos,30.0,salvador,04/05/2021,5197.13,solteiro,gestor,nan
Yasmin Almeida,39.0,sao paulo,08/02/2019,,solteiro,engenheiro de dados,nan
Gabi Pereira,37.0,salvador,20/06/2016,,casado,gestor,nan
Vera Oliveira,30.0,fortaleza,31/07/2017,2875.79,solteiro,estagiario,nan
Carla Rodrigues,35.0,rio de janeiro,09/01/2016,4105.28,divorciado,engenheiro de dados,nan
Otavio Santos,39.0,manaus,26/03/2019,1020.43,solteiro,gestor,nan
Joao Santos,28.0,rio de janeiro,21/01/2015,2707.48,solteiro,gestor,nan
Diego Souza,35.0,rio de janeiro,10/09/2020,2261.31,viuvo,cientista de dados,nan
Xavier Lima,26.0,Sao Paulo,22/04/2025,4044.19,viuvo,desenvolvedor,nan
Zeca Silva,32.0,manaus,26/07/2025,2881.68,casado,gestor,nan
Vera Carvalho,34.0,curitiba,22/02/2025,4761.85,casado,engenheiro de dados,nan
Xavier Rodrigues,35.0,salvador,05/04/2024,4482.51,solteiro,desenvolvedor,nan
Xavier Lima,,recife,02/07/2019,4200.54,viuvo,desenvolvedor,nan
  MARTA CARVALHO  ,39.0,rio de janeiro,09/07/2024,6639.56,solteiro,gestor,nan
Diego Santos,36.0,,21/10/2017,4272.89,casado,engenheiro de dados,(11) 94982-2072
Fabio Almeida,44.0,manaus,06/06/2017,2519.24,solteiro,estagiario,nan
Saulo Carvalho,120.0,manaus,28/09/2016,2825.24,viuvo,analista,nan
Zeca Silva,42.0,belo  horizonte,25/06/2022,4313.24,divorciado,cientista de dados,nan
Will Oliveira,31.0,recife,22/11/2016,6838.81,solteiro,analista,nan
Marta Ferreira,45.0,Curitiba,30/07/2022,1169.87,casado,gestor,nan
Carla Almeida,40.0,manaus,11/03/2022,1798.6,viuvo,desenvolvedor,nan
